ID,Número de Caso,Fecha,Tipo Principal,Descripción,Ubicación,¿Hubo Arresto?,Violencia Doméstica,Distrito,Barrio,Área Comunitaria,Latitud,Longitud,Año,Mes,Día,Hora,Día de la Semana,¿Es Fin de Semana?
10260666,HY448160,2015-10-02 17:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,No,No,12.0,27.0,24.0,41.903008698,-87.665935156,2015,10,2,17,Viernes,No
9215793,HW362657,2013-07-14 20:50:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,No,No,22.0,34.0,49.0,41.699736499,-87.634466039,2013,7,14,20,Domingo,Sí
10025893,HY214336,2015-04-07 22:30:00,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,Sí,Sí,9.0,16.0,63.0,41.801129799,-87.68249258,2015,4,7,22,Martes,No
8561384,HV236843,2012-04-10 00:15:00,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,Sí,No,6.0,21.0,71.0,41.748000123,-87.663376498,2012,4,10,0,Martes,No
9632907,HX283873,2014-05-31 12:10:00,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Sí,No,10.0,24.0,29.0,41.852629735,-87.720577296,2014,5,31,12,Sábado,Sí
10383907,HZ120421,2016-01-19 07:54:00,ASSAULT,SIMPLE,DRUG STORE,Sí,No,18.0,42.0,8.0,41.904370109,-87.631460067,2016,1,19,7,Martes,No
8751753,HV425020,2012-06-08 09:00:00,INTIMIDATION,INTIMIDATION,STREET,No,No,10.0,24.0,29.0,41.85841763,-87.713973243,2012,6,8,9,Viernes,No
8993917,HW140962,2013-02-01 22:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),No,No,24.0,50.0,2.0,41.994608883,-87.699540077,2013,2,1,22,Viernes,No
8461729,HV138968,2012-01-30 14:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,No,No,14.0,26.0,24.0,41.907575569,-87.694483406,2012,1,30,14,Lunes,No
10786637,HZ555406,2016-12-17 19:06:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,No,No,16.0,41.0,12.0,41.999128725,-87.767864494,2016,12,17,19,Sábado,Sí
10478756,HZ217759,2016-04-07 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,11.0,27.0,23.0,41.888883823,-87.714902013,2016,4,7,23,Jueves,No
8958634,HW107894,2013-01-07 11:00:00,THEFT,$500 AND UNDER,SIDEWALK,No,No,14.0,1.0,24.0,41.911094206,-87.698041365,2013,1,7,11,Lunes,No
10596807,HZ348167,2016-07-14 01:50:00,THEFT,$500 AND UNDER,RESIDENCE,No,Sí,4.0,8.0,47.0,41.728848078,-87.594944273,2016,7,14,1,Jueves,No
10055598,HY244694,2015-05-02 19:36:00,THEFT,$500 AND UNDER,SIDEWALK,No,No,6.0,21.0,49.0,41.721604192,-87.632815201,2015,5,2,19,Sábado,Sí
9921646,HY110925,2015-01-10 22:45:00,THEFT,FROM BUILDING,STREET,No,No,19.0,44.0,6.0,41.945260271,-87.654952398,2015,1,10,22,Sábado,Sí
9669945,HX319707,2014-06-26 01:00:00,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,No,No,9.0,11.0,60.0,41.837174003,-87.647280647,2014,6,26,1,Jueves,No
9675803,HX326051,2014-07-01 01:15:00,NARCOTICS,POSS: PCP,SIDEWALK,Sí,No,15.0,24.0,25.0,41.875521486,-87.745084807,2014,7,1,1,Martes,No
10332946,HY523586,2015-12-02 11:00:00,THEFT,$500 AND UNDER,PARK PROPERTY,No,No,20.0,48.0,77.0,41.989547243,-87.660253739,2015,12,2,11,Miércoles,No
10416037,HZ154197,2016-02-17 03:10:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,VEHICLE - OTHER RIDE SERVICE,No,No,22.0,21.0,73.0,41.719034961,-87.639509588,2016,2,17,3,Miércoles,No
10337020,HY528138,2015-12-05 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,19.0,32.0,5.0,41.936696692,-87.683130081,2015,12,5,20,Sábado,Sí
10599869,HZ349750,2016-07-14 16:30:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,No,No,2.0,4.0,36.0,41.830318923,-87.610166099,2016,7,14,16,Jueves,No
8630618,HV304047,2012-05-26 07:30:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Sí,Sí,14.0,26.0,23.0,41.905530783,-87.710406592,2012,5,26,7,Sábado,Sí
9496536,HX150680,2014-02-14 08:00:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,Sí,No,3.0,5.0,43.0,41.762401555,-87.576218227,2014,2,14,8,Viernes,No
9909115,HX559408,2014-12-30 08:20:00,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,No,No,4.0,10.0,51.0,41.714349664,-87.550953562,2014,12,30,8,Martes,No
8657748,HV332717,2012-06-12 22:00:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,No,No,8.0,16.0,63.0,41.789719005,-87.686370285,2012,6,12,22,Martes,No
9092065,HW236917,2013-04-17 14:45:00,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,No,No,10.0,28.0,29.0,41.861081457,-87.693790049,2013,4,17,14,Miércoles,No
9342808,HW486427,2013-10-09 14:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,No,No,18.0,42.0,8.0,41.891694878,-87.626155832,2013,10,9,14,Miércoles,No
9246679,HW392463,2013-08-04 03:20:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,17.0,39.0,16.0,41.959126905,-87.727080466,2013,8,4,3,Domingo,Sí
10328176,HY518797,2015-11-29 16:22:00,BATTERY,SIMPLE,DRIVEWAY - RESIDENTIAL,No,No,18.0,42.0,8.0,41.896375946,-87.6242787,2015,11,29,16,Domingo,Sí
9914813,HY104261,2015-01-04 22:55:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Sí,Sí,5.0,34.0,53.0,41.658469448,-87.643021768,2015,1,4,22,Domingo,Sí
8618661,HV248839,2012-04-18 19:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,3.0,20.0,69.0,41.771041585,-87.621444956,2012,4,18,19,Miércoles,No
10092836,HY281428,2015-05-30 16:27:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Sí,No,15.0,29.0,25.0,41.895308823,-87.766628872,2015,5,30,16,Sábado,Sí
10609164,HZ361774,2016-07-24 00:45:00,THEFT,$500 AND UNDER,APARTMENT,No,Sí,15.0,37.0,25.0,41.895515969,-87.758065323,2016,7,24,0,Domingo,Sí
8801287,HV474829,2012-09-13 22:50:00,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Sí,No,7.0,15.0,67.0,41.788358466,-87.664437865,2012,9,13,22,Jueves,No
8910846,HV583865,2012-12-01 00:31:00,BATTERY,SIMPLE,BAR OR TAVERN,Sí,No,18.0,42.0,8.0,41.8926701,-87.628106353,2012,12,1,0,Sábado,Sí
8646112,HV312094,2012-05-31 11:10:14,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,Sí,No,6.0,6.0,44.0,41.734763371,-87.60894549,2012,5,31,11,Jueves,No
9663679,HX313842,2014-06-21 15:00:00,THEFT,$500 AND UNDER,STREET,No,No,4.0,8.0,45.0,41.739870141,-87.589131362,2014,6,21,15,Sábado,Sí
10112008,HY301226,2015-06-14 10:42:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,No,No,9.0,16.0,61.0,41.794800398,-87.677477522,2015,6,14,10,Domingo,Sí
10559263,HZ306437,2016-06-13 23:45:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,No,No,14.0,1.0,24.0,41.909451955,-87.672543289,2016,6,13,23,Lunes,No
9214415,HW360841,2013-07-13 13:27:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Sí,No,1.0,42.0,32.0,41.882470918,-87.627847625,2013,7,13,13,Sábado,Sí
8836518,HV509567,2012-10-08 04:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,No,No,1.0,2.0,32.0,41.876493842,-87.626044379,2012,10,8,4,Lunes,No
10560515,HZ307354,2016-06-14 15:45:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,No,Sí,3.0,6.0,69.0,41.758363705,-87.617593755,2016,6,14,15,Martes,No
8513347,HV189601,2012-03-09 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,2.0,4.0,39.0,41.809297059,-87.591967028,2012,3,9,1,Viernes,No
10495819,HZ236632,2016-04-23 00:05:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,No,No,25.0,30.0,21.0,41.939149955,-87.722598187,2016,4,23,0,Sábado,Sí
9134806,HW279482,2013-05-18 00:30:00,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,No,No,8.0,15.0,66.0,41.778347998,-87.701901301,2013,5,18,0,Sábado,Sí
9211191,HW357276,2013-07-11 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,8.0,16.0,63.0,41.787362406,-87.694842274,2013,7,11,1,Jueves,No
10251889,HY439535,2015-09-26 20:10:00,BATTERY,SIMPLE,STREET,Sí,No,11.0,24.0,29.0,41.867159697,-87.718870896,2015,9,26,20,Sábado,Sí
8732706,HV408675,2012-07-31 11:00:00,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,No,No,25.0,29.0,25.0,41.909321121,-87.770017081,2012,7,31,11,Martes,No
10652221,HZ402304,2016-08-19 08:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,No,8.0,23.0,56.0,41.791517606,-87.792773235,2016,8,19,8,Viernes,No
9059852,HW204909,2013-03-24 11:50:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,11.0,37.0,23.0,41.899790466,-87.734775447,2013,3,24,11,Domingo,Sí
9391481,HW533187,2013-11-14 01:00:00,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,No,No,10.0,12.0,30.0,41.845880198,-87.705080327,2013,11,14,1,Jueves,No
9147383,HW293195,2013-05-27 21:33:00,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,Sí,No,9.0,3.0,61.0,41.816344863,-87.636317909,2013,5,27,21,Lunes,No
9181309,HW326079,2013-06-19 15:17:00,BATTERY,SIMPLE,SIDEWALK,No,No,25.0,27.0,23.0,41.904774602,-87.723932452,2013,6,19,15,Miércoles,No
8892815,HV567075,2012-11-16 14:15:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,No,No,6.0,6.0,44.0,41.751146613,-87.613268933,2012,11,16,14,Viernes,No
10085995,HY275111,2015-05-23 22:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),No,No,5.0,9.0,50.0,41.695982095,-87.596653142,2015,5,23,22,Sábado,Sí
8982245,HW129410,2013-01-24 11:08:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Sí,No,5.0,34.0,53.0,41.682598217,-87.657886849,2013,1,24,11,Jueves,No
9791274,HX439250,2014-09-22 21:00:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,No,No,25.0,37.0,25.0,41.90416553,-87.746618277,2014,9,22,21,Lunes,No
9034471,HW181271,2013-03-06 09:45:00,THEFT,POCKET-PICKING,GROCERY FOOD STORE,No,No,14.0,32.0,24.0,41.910704458,-87.662328106,2013,3,6,9,Miércoles,No
10663451,HZ414206,2016-08-30 22:20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,15.0,29.0,25.0,41.882206095,-87.767398322,2016,8,30,22,Martes,No
10413346,HZ150925,2016-02-13 19:00:00,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,SIDEWALK,No,No,1.0,42.0,32.0,41.879297705,-87.627706271,2016,2,13,19,Sábado,Sí
8620493,HV294298,2012-05-19 17:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,No,No,12.0,32.0,24.0,41.901357072,-87.677916322,2012,5,19,17,Sábado,Sí
9088244,HW204667,2013-03-24 03:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Sí,Sí,14.0,1.0,24.0,41.911064107,-87.689679942,2013,3,24,3,Domingo,Sí
10011638,HY200798,2015-03-27 19:15:00,BATTERY,AGGRAVATED: HANDGUN,STREET,No,No,15.0,29.0,25.0,41.876616762,-87.75815039,2015,3,27,19,Viernes,No
9787118,HX436450,2014-09-16 05:00:00,CRIMINAL TRESPASS,TO VEHICLE,STREET,No,No,17.0,30.0,16.0,41.948763044,-87.726237611,2014,9,16,5,Martes,No
9095460,HW239532,2013-04-19 16:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,7.0,6.0,68.0,41.76715643,-87.635435664,2013,4,19,16,Viernes,No
8866754,HV540478,2012-10-29 23:00:00,THEFT,ATTEMPT THEFT,STREET,No,No,16.0,38.0,15.0,41.946754967,-87.769981728,2012,10,29,23,Lunes,No
10361531,HY553318,2015-12-29 04:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,11.0,28.0,25.0,41.878056858,-87.743952618,2015,12,29,4,Martes,No
9955241,HY144052,2015-02-08 09:05:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,1.0,2.0,32.0,41.86821682,-87.6304532,2015,2,8,9,Domingo,Sí
10745587,HZ506595,2016-11-07 16:40:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,No,No,1.0,2.0,32.0,41.875178061,-87.627619404,2016,11,7,16,Lunes,No
10413270,HZ150816,2016-02-13 20:37:00,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,ALLEY,Sí,No,4.0,7.0,46.0,41.751962101,-87.549192321,2016,2,13,20,Sábado,Sí
10476655,HZ215782,2016-04-01 08:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,15.0,37.0,25.0,41.900449563,-87.752503802,2016,4,1,8,Viernes,No
10650727,HZ400804,2016-08-21 01:20:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,No,No,1.0,2.0,35.0,41.843879386,-87.620432585,2016,8,21,1,Domingo,Sí
9406654,HW549870,2013-11-27 09:47:00,THEFT,$500 AND UNDER,STREET,Sí,No,25.0,31.0,20.0,41.914599816,-87.738752056,2013,11,27,9,Miércoles,No
9335080,HW478895,2013-10-04 02:10:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,No,No,14.0,32.0,22.0,41.915732466,-87.680036198,2013,10,4,2,Viernes,No
8784785,HV458691,2012-09-02 22:28:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),No,Sí,5.0,34.0,49.0,41.703469561,-87.627409188,2012,9,2,22,Domingo,Sí
9542111,HX195691,2014-03-23 10:48:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,Sí,No,11.0,24.0,29.0,41.866244992,-87.719735069,2014,3,23,10,Domingo,Sí
9100308,HW245027,2013-04-23 21:15:00,ROBBERY,ARMED: HANDGUN,STREET,No,No,22.0,21.0,73.0,41.719034961,-87.639509588,2013,4,23,21,Martes,No
9697239,HX347294,2014-07-16 10:30:00,THEFT,$500 AND UNDER,STREET,No,No,3.0,20.0,42.0,41.781793888,-87.596232713,2014,7,16,10,Miércoles,No
10152335,HY341455,2015-07-15 09:53:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Sí,No,5.0,9.0,53.0,41.67574971,-87.617752105,2015,7,15,9,Miércoles,No
9179873,HW325099,2013-06-18 19:55:00,THEFT,OVER $500,STREET,No,No,12.0,27.0,28.0,41.886749374,-87.65150267,2013,6,18,19,Martes,No
10543590,HZ289240,2016-05-31 20:18:00,THEFT,$500 AND UNDER,BANK,No,No,25.0,37.0,25.0,41.909567137,-87.750576916,2016,5,31,20,Martes,No
8454736,HV131915,2012-01-25 18:11:00,THEFT,$500 AND UNDER,CTA BUS,Sí,No,8.0,18.0,70.0,41.748957622,-87.721894004,2012,1,25,18,Miércoles,No
9198524,HW344138,2013-07-01 14:00:00,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,Sí,No,6.0,17.0,71.0,41.751928332,-87.644077264,2013,7,1,14,Lunes,No
9028755,HW172241,2013-02-27 01:20:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,No,Sí,4.0,7.0,46.0,41.750905926,-87.555303247,2013,2,27,1,Miércoles,No
9443299,HW587728,2013-12-29 00:00:00,THEFT,OVER $500,STREET,No,No,12.0,27.0,24.0,41.894700343,-87.648887462,2013,12,29,0,Domingo,Sí
10609792,HZ362646,2016-07-24 16:58:00,THEFT,$500 AND UNDER,VEHICLE - OTHER RIDE SERVICE,No,No,12.0,2.0,27.0,41.881086082,-87.695096188,2016,7,24,16,Domingo,Sí
8949501,HV621765,2012-12-30 11:15:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Sí,No,6.0,21.0,71.0,41.748255356,-87.651251461,2012,12,30,11,Domingo,Sí
9553812,HX205908,2014-03-27 07:15:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,No,No,12.0,1.0,24.0,41.902513142,-87.669922255,2014,3,27,7,Jueves,No
