Tipo Principal,¿Hubo Arresto?,Año_count,Año_mean,Año_min,Año_max,Año_var,Año_std,Año_obtener_moda,Año_kurt,Mes_count,Mes_mean,Mes_min,Mes_max,Mes_var,Mes_std,Mes_obtener_moda,Mes_kurt,Día_count,Día_mean,Día_min,Día_max,Día_var,Día_std,Día_obtener_moda,Día_kurt,Hora_count,Hora_mean,Hora_min,Hora_max,Hora_var,Hora_std,Hora_obtener_moda,Hora_kurt,Dia_semana_count,Dia_semana_obtener_moda
CRIMINAL TRESPASS,Sí,127,2013.9133858267717,2012,2016,2.095613048368991,1.4476232411677394,2012,-1.2972474028492822,127,5.622047244094488,1,12,10.697287839020122,3.270670854583219,Marzo,-0.9197661150804768,127,15.858267716535433,1,31,65.4241969753781,8.088522545890449,21,-0.9747455342314923,127,13.68503937007874,0,23,42.88413948256467,6.548598283798196,18,-0.4188679909293662,127,
DECEPTIVE PRACTICE,No,276,2014.1666666666667,2012,2016,1.9212121212120647,1.3860779636124603,2014,-1.1782438707478458,276,6.423913043478261,1,12,11.016007905138341,3.319037195503892,Junio,-1.072337172778854,276,14.684782608695652,1,31,74.63118577075099,8.638934296008449,1,-1.0737716445438958,276,11.159420289855072,0,23,28.33812911725955,5.323356940621167,9,-0.0051598690695322524,276,
DECEPTIVE PRACTICE,Sí,40,2013.1,2012,2016,1.5282051282051743,1.2362059408549912,2012,0.1917352408680153,40,7.0,1,12,11.487179487179489,3.389274182945294,Julio,-0.8836220543516129,40,15.975,1,30,92.07628205128208,9.595638699496876,10,-1.3938597492098914,40,14.325,0,22,43.81474358974359,6.6192706236974175,18,-0.4139506083923883,40,
GAMBLING,Sí,11,2013.6363636363637,2012,2016,1.8545454545454594,1.3618169680781111,2013,-1.141868512110964,11,7.2727272727272725,4,10,3.018181818181818,1.7372915179041823,Agosto,0.04723714133642787,11,10.181818181818182,1,31,98.96363636363637,9.948046861753134,3,0.8162429427588576,11,16.0,12,22,14.799999999999997,3.8470768123342687,12,-1.190345751156562,11,
HOMICIDE,No,7,2014.7142857142858,2012,2016,2.571428571428593,1.603567451474553,2016,-0.38024691357990825,7,7.857142857142857,3,12,9.476190476190476,3.0783421635988546,Septiembre,-0.5002752455746071,7,20.142857142857142,12,30,52.80952380952382,7.267016155859557,30,-1.216987497164359,7,7.714285714285714,2,22,46.9047619047619,6.848705126136028,2,3.900726326367595,7,
HOMICIDE,Sí,8,2014.5,2013,2016,1.1428571428570382,1.0690449676496485,2014,-0.8312500000000007,8,7.125,1,11,15.26785714285714,3.9074105418879572,Enero,-0.2897039088950448,8,15.625,4,21,38.267857142857146,6.186101934405635,21,0.215830115914188,8,10.125,1,22,47.839285714285715,6.916594950861711,No hay moda,-0.15624823656434472,8,
INTERFERENCE WITH PUBLIC OFFICER,No,1,2014.0,2014,2014,,,No hay moda,,1,7.0,7,7,,,,,1,21.0,21,21,,,No hay moda,,1,10.0,10,10,,,No hay moda,,1,
INTERFERENCE WITH PUBLIC OFFICER,Sí,27,2013.6296296296296,2012,2016,2.0883190883190514,1.4451017570811584,2012,-1.1815216764161462,27,6.481481481481482,1,12,10.105413105413106,3.178901241846482,Mayo,-0.839746784271687,27,15.222222222222221,1,31,99.41025641025641,9.970469217156051,27,-1.4943032981754056,27,16.51851851851852,1,23,32.7977207977208,5.726929438863447,21,1.7078227230394623,27,
INTIMIDATION,No,4,2014.0,2012,2016,3.333333333333447,1.825741858350585,No hay moda,-3.3000000000000007,4,4.5,2,6,3.6666666666666665,1.9148542155126762,Junio,-1.2892561983471076,4,11.75,5,25,80.91666666666667,8.99536917900909,No hay moda,3.378219657397164,4,17.5,9,23,41.666666666666664,6.454972243679028,No hay moda,-0.9235199999999999,4,
INTIMIDATION,Sí,1,2012.0,2012,2012,,,No hay moda,,1,3.0,3,3,,,,,1,9.0,9,9,,,No hay moda,,1,16.0,16,16,,,No hay moda,,1,
KIDNAPPING,No,3,2014.6666666666667,2013,2016,2.3333333333333144,1.5275252316519405,No hay moda,,3,7.0,1,11,28.0,5.291502622129181,,,3,15.666666666666666,7,30,156.33333333333334,12.503332889007368,No hay moda,,3,9.0,0,19,91.0,9.539392014169456,No hay moda,,3,
KIDNAPPING,Sí,1,2013.0,2013,2013,,,No hay moda,,1,6.0,6,6,,,,,1,19.0,19,19,,,No hay moda,,1,14.0,14,14,,,No hay moda,,1,
LIQUOR LAW VIOLATION,Sí,19,2013.8947368421052,2012,2016,2.099415204678355,1.4489358870144515,2012,-1.2733038731123214,19,5.684210526315789,1,12,9.005847953216374,3.000974500594161,Abril,-0.027462844641990003,19,15.31578947368421,3,29,67.11695906432746,8.192494068617167,5,-1.202488192076073,19,16.36842105263158,0,23,52.24561403508774,7.228112757496782,22,0.8104298587328018,19,
MOTOR VEHICLE THEFT,No,270,2013.7296296296297,2012,2016,2.0864794162193143,1.4444650969197264,2012,-1.2699776485794572,270,6.777777777777778,1,12,10.902106567534084,3.301833818885209,Junio,-1.0395836471350868,270,15.992592592592592,1,31,73.10775161778881,8.550307106635925,13,-1.1026631236134774,270,14.207407407407407,0,23,49.287677268346386,7.0205183048224,22,-0.953109115665788,270,
MOTOR VEHICLE THEFT,Sí,24,2013.5416666666667,2012,2016,1.737318840579628,1.3180739131701333,2013,-0.9960414704495699,24,6.458333333333333,1,12,15.998188405797098,3.999773544314365,Diciembre,-1.5419927623603842,24,17.416666666666668,2,31,87.99275362318838,9.380445278513616,20,-1.150326646272637,24,14.75,0,23,50.108695652173914,7.078749582530372,10,-0.9377366343689673,24,
NARCOTICS,No,4,2013.5,2013,2014,0.33333333333337123,0.5773502691896586,2013,-6.0,4,6.0,2,11,18.000000000000004,4.242640687119286,,-3.438271604938272,4,18.0,6,25,68.66666666666667,8.286535263104035,No hay moda,2.925205014610235,4,17.25,13,21,10.91666666666667,3.3040379335998353,No hay moda,1.1656663364605784,4,
NARCOTICS,Sí,647,2013.4636785162288,2012,2016,1.5617592029898073,1.2497036460656612,2013,-0.7928289961379691,647,6.1916537867078825,1,12,11.836276982117994,3.4403890742353536,Enero,-1.1967094902838282,647,15.285935085007727,1,31,79.06826936420062,8.892034039757192,2,-1.1954755661875796,647,15.347758887171562,0,23,33.96711184270341,5.828131076314551,19,0.3104754507732119,647,
NON-CRIMINAL,No,2,2015.0,2014,2016,2.0,1.4142135623730951,No hay moda,,2,10.5,9,12,4.5,2.1213203435596424,,,2,19.0,8,30,242.0,15.556349186104045,No hay moda,,2,15.5,9,22,84.5,9.192388155425117,No hay moda,,2,
OFFENSE INVOLVING CHILDREN,No,39,2014.025641025641,2012,2016,2.341430499325238,1.5301733559715507,2012,-1.5362109728261666,39,6.641025641025641,1,12,12.078272604588394,3.475380929421751,Agosto,-1.121448508962756,39,13.051282051282051,1,31,90.47098515519569,9.51162368658452,2,-1.2376200769095833,39,12.102564102564102,0,23,53.357624831309046,7.304630369245869,18,-0.8887264380663553,39,
OFFENSE INVOLVING CHILDREN,Sí,8,2012.75,2012,2014,0.7857142857142628,0.8864052604279055,2012,-1.4809917355371907,8,7.125,4,10,4.696428571428571,2.1671244937540095,Junio,-1.5954199135450855,8,12.375,3,25,62.267857142857146,7.8909984883319515,3,-0.7640220807852911,8,13.0,7,22,26.0,5.0990195135927845,11,-0.4682163989856303,8,
OTHER OFFENSE,No,373,2014.0214477211796,2012,2016,1.9834097264260786,1.4083358003069006,2015,-1.2862680069684518,373,6.262734584450402,1,12,12.01143013635447,3.465751020537175,Mayo,-1.1975825012139383,373,15.498659517426274,1,31,74.68077776816854,8.641804080640139,14,-1.1119511951717644,373,13.03485254691689,0,23,34.38856698088733,5.86417658165981,12,-0.33456903439365826,373,
OTHER OFFENSE,Sí,82,2014.0975609756097,2012,2016,2.163203854260762,1.4707834151433588,2014,-1.3124699581962993,82,6.609756097560975,1,12,11.944595001505569,3.4560953403379324,Octubre,-1.2575851688878357,82,16.353658536585368,1,31,69.61412225233363,8.343507790631806,16,-0.9685948210637441,82,13.353658536585366,0,23,51.441282746160795,7.1722578555264445,19,-0.8850218510928403,82,
PROSTITUTION,Sí,36,2013.611111111111,2012,2016,1.7873015873015072,1.3368999915107738,2012,-1.3911544479889095,36,6.888888888888889,1,12,11.75873015873016,3.42910048828117,Julio,-0.8642766179102988,36,16.22222222222222,1,31,56.63492063492062,7.525617624814632,14,-0.5782279796066878,36,12.027777777777779,0,23,55.456349206349216,7.4469019871587685,8,-1.5094421786185348,36,
PUBLIC INDECENCY,Sí,1,2013.0,2013,2013,,,No hay moda,,1,11.0,11,11,,,,,1,8.0,8,8,,,No hay moda,,1,16.0,16,16,,,No hay moda,,1,
PUBLIC PEACE VIOLATION,No,21,2013.3333333333333,2012,2016,1.5333333333333423,1.2382783747337842,2013,-0.6103870261663458,21,5.809523809523809,1,12,14.661904761904761,3.8290866746398886,Octubre,-1.5294925963435557,21,12.714285714285714,1,29,63.71428571428571,7.982122882685139,13,-0.1040177587083404,21,11.476190476190476,0,23,34.26190476190475,5.853366959443492,11,0.027525454584228726,21,
PUBLIC PEACE VIOLATION,Sí,58,2013.655172413793,2012,2016,1.6333938294010828,1.2780429685269126,2013,-1.1860714510180606,58,6.241379310344827,1,12,7.800362976406537,2.792912991198712,Mayo,-0.65394232136443,58,15.051724137931034,1,31,85.94464609800366,9.270633532720602,8,-1.2090627400843634,58,15.172413793103448,0,23,39.02238354506957,6.246789859205252,21,0.050563526615193144,58,
ROBBERY,No,267,2013.9063670411986,2012,2016,2.1829292331952965,1.4774739365536356,2012,-1.3803320819993128,267,6.685393258426966,1,12,13.035988848525818,3.610538581503571,Enero,-1.2599547573323584,267,16.310861423220974,1,31,77.74134775140097,8.817105406617353,23,-1.215657713867419,267,12.958801498127341,0,23,54.15243164090001,7.358833578828917,21,-1.2082750251159216,267,
ROBBERY,Sí,20,2013.8,2012,2016,2.694736842105227,1.6415653633362355,2012,-1.6651467715992274,20,7.65,3,12,6.976315789473686,2.6412716235695424,Agosto,-0.7191555311233637,20,14.0,1,29,67.36842105263158,8.207826816681232,10,-0.5496826171875,20,13.55,1,23,39.734210526315806,6.303507795372019,10,-0.32044378094603454,20,
SEX OFFENSE,No,14,2014.142857142857,2012,2016,2.2857142857142163,1.511857892036886,2015,-1.3928103146853483,14,7.857142857142857,3,12,12.439560439560438,3.526976104194702,Marzo,-1.50986388438317,14,11.5,1,30,83.1923076923077,9.120981728537103,4,0.10631584144639117,14,10.357142857142858,0,22,62.862637362637365,7.928596178557549,0,-1.522281263966558,14,
SEX OFFENSE,Sí,10,2013.4,2012,2016,2.2666666666667936,1.5055453054182042,2012,-1.180795847751095,10,5.6,1,11,13.600000000000001,3.687817782917155,Febrero,-1.4724934091283561,10,14.3,2,28,87.1222222222222,9.333928552448974,No hay moda,-1.733991963226289,10,11.7,0,23,70.23333333333335,8.380532998165053,No hay moda,-1.5185851731986175,10,
STALKING,No,3,2013.6666666666667,2012,2016,4.333333333333371,2.081665999466142,No hay moda,,3,9.0,7,11,4.0,2.0,,,3,11.666666666666666,5,18,42.333333333333336,6.506407098647712,No hay moda,,3,14.333333333333334,3,22,100.33333333333333,10.016652800877813,No hay moda,,3,
THEFT,No,1390,2013.9035971223022,2012,2016,1.9950194488037885,1.4124515739676842,2013,-1.298174280091044,1390,6.734532374100719,1,12,10.30744596547384,3.210521136120091,Julio,-1.0216008457900152,1390,15.578417266187051,1,31,80.24834594527401,8.958144112776598,29,-1.2585071703643482,1390,13.197841726618705,0,23,40.524545374499574,6.365889205327059,12,-0.612835469488775,1390,
THEFT,Sí,158,2013.9493670886077,2012,2016,1.6789486414577668,1.2957425058466543,2013,-1.1425331421510523,158,6.386075949367089,1,12,12.353180682093045,3.5147091888366875,Marzo,-1.27481413881447,158,15.132911392405063,1,31,64.96948318955087,8.060364953868458,22,-1.0844117501280772,158,13.69620253164557,1,23,25.49947593324196,5.0497005785731455,18,0.07385405463749928,158,
WEAPONS VIOLATION,No,13,2014.1538461538462,2012,2016,2.141025641025657,1.4632243987255191,2013,-1.3782129806798875,13,6.615384615384615,2,10,8.75641025641026,2.9591232242693546,Septiembre,-1.668900387205857,13,15.23076923076923,3,28,94.1923076923077,9.705272159620652,6,-1.9470046167398656,13,11.923076923076923,0,20,44.57692307692307,6.676595170962747,8,-0.710530085392679,13,
WEAPONS VIOLATION,Sí,67,2014.2835820895523,2012,2016,1.90321121664412,1.379569214154955,2015,-1.0755360856208136,67,6.686567164179104,1,12,10.188150158299411,3.1918881807324344,Agosto,-0.9764318012528435,67,14.64179104477612,1,31,74.93034825870645,8.656231758606422,10,-1.0847278585685611,67,15.477611940298507,0,23,49.58661239258253,7.041776224262067,21,-0.011160990043066032,67,
